scientific.name,scientific.name.new,english.name,english.name.new,deutscher.name,DDA_Kuerzel,western_palearctic,middle_europe,baden_wuerttemberg,bavarian_forest,voslappergroden,neerie,neerie_live,ICE_Werk_live,Ziegenmelker_Zwergohreule_Wallis,eastern_palearctic,Südostasien,Autor,Brutverbreitung,birdnet.names,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
Aplonis panayensis,NA,Asian Glossy Starling,NA,Malaienstar,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Scopoli, 1786)",OR: weit verbreitet,Aplonis panayensis_Asian Glossy Starling,Asian Glossy Starling,asgsta1,species,26810,NA,AGST,APPA,Passeriformes,sturni1,Starlings,Sturnidae,NA,NA,NA
Cinnyris sovimanga,NA,Souimanga Sunbird,NA,Malegassennektarvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1788)",AF: Madagaskar,Cinnyris sovimanga_Souimanga Sunbird,Souimanga Sunbird,sousun2,species,29462,NA,SOSU,CISO,Passeriformes,nectar1,Sunbirds and Spiderhunters,Nectariniidae,NA,NA,NA
Aix galericulata,NA,Mandarin Duck,NA,Mandarinente,Mae,1,1,0,0,0,NA,,,NA,1,NA,"(Linnaeus, 1758)","PAL: se Sibirien, Korea, Japan und e China",Aix galericulata_Mandarin Duck,Mandarin Duck,manduc,species,408,NA,MADU,AIGA,Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,NA,NA,NA
Locustella mandelli,NA,Russet Bush Warbler,NA,Mandellischwirl,,NA,NA,NA,NA,NA,NA,,,NA,1,1,"(Brooks, WE, 1875)","OR: e Himalaja bis z, se China",Locustella mandelli_Russet Bush Warbler,Russet Bush Warbler,rubwar1,species,22991,NA,"RBWA,RGW",LOMA,Passeriformes,locust5,Grassbirds and Allies,Locustellidae,NA,NA,NA
Horornis canturians,NA,Manchurian Bush Warbler,NA,Mandschurenseidensänger,,NA,NA,NA,NA,NA,NA,,,NA,1,NA,"(Swinhoe, 1860)","PAL: z, e China, se Sibirien und Korea",Horornis canturians_Manchurian Bush Warbler,Manchurian Bush Warbler,manbuw1,species,24284,NA,"KOBW,KBWA,MBWA",HOCA,Passeriformes,scotoc1,Bush Warblers and Allies,Scotocercidae,NA,NA,NA
Strix ocellata,NA,Mottled Wood-Owl,NA,Mangokauz,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lesson, R, 1839)",NA,Strix ocellata_Mottled Wood-Owl,Mottled Wood-Owl,mowowl1,species,8733,NA,"MWOW,MOWO",STOC,Strigiformes,strigi1,Owls,Strigidae,NA,NA,NA
Cracticus quoyi,Melloria quoyi,Black Butcherbird,NA,Mangrovekrähenstar,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"AU: Neuguinea, n Australien",Cracticus quoyi_Black Butcherbird,Black Butcherbird,blabut1,species,19023,NA,BLBU,CRQU,Passeriformes,artami1,"Woodswallows, Bellmagpies, and Allies",Artamidae,NA,NA,NA
Megascops cooperi,NA,Pacific Screech-Owl,NA,Mangrovekreischeule,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,Megascops cooperi_Pacific Screech-Owl,Pacific Screech-Owl,pasowl4,species,8427,PASO,PSOW,MECO,Strigiformes,strigi1,Owls,Strigidae,NA,NA,NA
Coccyzus minor,NA,Mangrove Cuckoo,NA,Mangrovekuckuck,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1788)","NA, MA, SA: s Florida, Karibik, MA bis ne Brasilien",Coccyzus minor_Mangrove Cuckoo,Mangrove Cuckoo,mancuc,species,3172,MACU,NA,COMI,Cuculiformes,cuculi1,Cuckoos,Cuculidae,NA,NA,NA
Pellorneum rostratum,Trichastoma rostratum,White-chested Babbler,NA,Mangrovemausdrossling,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,NA,"OR: Malaiische Halbinsel, Sumatra, Borneo",Pellorneum rostratum_White-chested Babbler,White-chested Babbler,whcbab1,species,25368,NA,WCBA,PERO,Passeriformes,pellor2,Ground Babblers and Allies,Pellorneidae,NA,NA,NA
Rallus longirostris,NA,Mangrove Rail,NA,Mangroveralle,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Boddaert, 1783","MA, SA: Küsten von w MA und n SA s bis nw Peru",Rallus longirostris_Mangrove Rail,Mangrove Rail,manrai1,species,5121,MARA,NA,RALO,Gruiformes,rallid1,"Rails, Gallinules, and Coots",Rallidae,NA,NA,NA
Butorides striata,NA,Striated Heron,NA,Mangrovereiher,,1,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","SA, PAL, AF, AU: weit verbreitet",Butorides striata_Striated Heron,Striated Heron,strher,species,7267,STRH,"STHE,GBHE,GBH,SH",BUST,Pelecaniformes,ardeid1,"Herons, Egrets, and Bitterns",Ardeidae,NA,NA,NA
Vireo pallens,NA,Mangrove Vireo,NA,Mangrovevireo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Salvin, 1863",MA: weit verbreitet,Vireo pallens_Mangrove Vireo,Mangrove Vireo,manvir1,species,18453,MAVI,NA,VIPA,Passeriformes,vireon1,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,NA,NA,NA
Setophaga petechia,NA,Yellow Warbler,NA,Mangrovewaldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1766)",NA,Setophaga petechia_Yellow Warbler,Yellow Warbler,yelwar,species,32976,YEWA,AYWA,SEPE,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Larus marinus,NA,Great Black-backed Gull,NA,Mantelmöwe,Mm,1,1,2,2,1,NA,,,NA,NA,NA,"Linnaeus, 1758","NA, PAL: küstennahes e NA und w Europa",Larus marinus_Great Black-backed Gull,Great Black-backed Gull,gbbgul,species,6397,GBBG,NA,LAMA,Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,NA,NA,NA
Cercomacra manu,NA,Manu Antbird,NA,Manuameisenfänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Fitzpatrick & Willard, 1990","SA: sw, s Amazonien",Cercomacra manu_Manu Antbird,Manu Antbird,manant1,species,13322,NA,MAAN,CEMA,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Anthornis melanura,NA,New Zealand Bellbird,NA,Maorihonigfresser,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sparrman, 1786)",AU: Neuseeland,Anthornis melanura_New Zealand Bellbird,New Zealand Bellbird,nezbel1,species,17037,NA,"BELL,NZBE",ANME,Passeriformes,meliph3,Honeyeaters,Meliphagidae,NA,NA,NA
Acrocephalus melanopogon,NA,Moustached Warbler,NA,Mariskenrohrsänger,Mrs,1,2,2,,NA,2,,,NA,1,NA,"(Temminck, 1823)",PAL: s,Acrocephalus melanopogon_Moustached Warbler,Moustached Warbler,mouwar1,species,22815,NA,MOWA,ACME,Passeriformes,acroce2,Reed Warblers and Allies,Acrocephalidae,NA,NA,NA
Brachyramphus marmoratus,NA,Marbled Murrelet,NA,Marmelalk,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",NA: nw Küsten,Brachyramphus marmoratus_Marbled Murrelet,Marbled Murrelet,marmur,species,6223,MAMU,NA,BRMA,Charadriiformes,alcida1,"Auks, Murres, and Puffins",Alcidae,NA,NA,NA
Tigrisoma lineatum,NA,Rufescent Tiger-Heron,NA,Marmorreiher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)",NA,Tigrisoma lineatum_Rufescent Tiger-Heron,Rufescent Tiger-Heron,ruther1,species,7157,RTHE,RUTH,TILI,Pelecaniformes,ardeid1,"Herons, Egrets, and Bitterns",Ardeidae,NA,NA,NA
Limosa fedoa,NA,Marbled Godwit,NA,Marmorschnepfe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)",NA: z,Limosa fedoa_Marbled Godwit,Marbled Godwit,margod,species,5886,MAGO,NA,LIFE,Charadriiformes,scolop2,Sandpipers and Allies,Scolopacidae,NA,NA,NA
Odontophorus gujanensis,NA,Marbled Wood-Quail,NA,Marmorwachtel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",NA,Odontophorus gujanensis_Marbled Wood-Quail,Marbled Wood-Quail,mawqua1,species,1047,MAWQ,MWQU,ODGU,Galliformes,odonto1,New World Quail,Odontophoridae,NA,NA,NA
Blythipicus rubiginosus,NA,Maroon Woodpecker,NA,Maronenspecht,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Swainson, 1837)","OR: Malaiische Halbinsel, Sumatra, Borneo",Blythipicus rubiginosus_Maroon Woodpecker,Maroon Woodpecker,marwoo1,species,11001,NA,MAWO,BLRU,Piciformes,picida1,Woodpeckers,Picidae,NA,NA,NA
Emberiza spodocephala,NA,Black-faced Bunting,NA,Maskenammer,,1,3,NA,NA,3,NA,,,NA,1,NA,"Pallas, 1776",PAL: e,Emberiza spodocephala_Black-faced Bunting,Black-faced Bunting,blfbun1,species,31750,NA,BFBU,EMSP,Passeriformes,emberi2,Old World Buntings,Emberizidae,NA,NA,NA
Phodilus badius,NA,Oriental Bay-Owl,NA,Maskeneule,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Horsfield, 1821)",NA,Phodilus badius_Oriental Bay-Owl,Oriental Bay-Owl,orbowl1,species,8229,NA,"ORBO,OBOW",PHBA,Strigiformes,tytoni1,Barn-Owls,Tytonidae,NA,NA,NA
Geothlypis aequinoctialis,NA,Masked Yellowthroat,NA,Maskengelbkehlchen,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",SA: Venezuela und Kolumbien bis n amazonisches,Geothlypis aequinoctialis_Masked Yellowthroat,Masked Yellowthroat,masyel1,species,32894,NA,"MYSP,MAYE,MLYE",GEAE,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Diglossa cyanea,NA,Masked Flowerpiercer,NA,Maskenhakenschnabel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lafresnaye, 1840)",SA: Venezuela bis Bolivien,Diglossa cyanea_Masked Flowerpiercer,Masked Flowerpiercer,masflo1,species,34184,NA,MAFL,DICY,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Eophona personata,NA,Japanese Grosbeak,NA,Maskenkernbeißer,,NA,NA,NA,NA,NA,NA,,,NA,1,NA,"(Temminck & Schlegel, 1848)",PAL: e,Eophona personata_Japanese Grosbeak,Japanese Grosbeak,japgro1,species,31050,NA,JAGR,EOPE,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Vanellus miles,NA,Masked Lapwing,NA,Maskenkiebitz,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)",AU: weit verbreitet,Vanellus miles_Masked Lapwing,Masked Lapwing,maslap1,species,5710,NA,"MALA,MSLA,SWPL",VAMI,Charadriiformes,charad1,Plovers and Lapwings,Charadriidae,NA,NA,NA
Myadestes melanops,NA,Black-faced Solitaire,NA,Maskenklarino,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Salvin, 1865","MA: Costa Rica, Panama",Myadestes melanops_Black-faced Solitaire,Black-faced Solitaire,blfsol1,species,27239,BFSO,NA,MYME,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Polioptila dumicola,NA,Masked Gnatcatcher,NA,Maskenmückenfänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1817)","SA: z, se",Polioptila dumicola_Masked Gnatcatcher,Masked Gnatcatcher,masgna1,species,26189,NA,MAGN,PODU,Passeriformes,poliop1,Gnatcatchers,Polioptilidae,NA,NA,NA
Oriolus larvatus,NA,African Black-headed Oriole,NA,Maskenpirol,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lichtenstein, MHK, 1823",NA,Oriolus larvatus_African Black-headed Oriole,African Black-headed Oriole,abhori1,species,18917,NA,"EBHO,ABHO,BHOR",ORLA,Passeriformes,orioli1,Old World Orioles,Oriolidae,NA,NA,NA
Coracina macei,NA,Large Cuckooshrike,NA,Maskenraupenfänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lesson, R, 1831)",OR: weit verbreitet,Coracina macei_Large Cuckooshrike,Large Cuckooshrike,larcus1,species,18007,NA,"LACU,LC",COMA,Passeriformes,campep2,Cuckooshrikes,Campephagidae,NA,NA,NA
Trogon personatus,NA,Masked Trogon,NA,Maskentrogon,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Gould, 1842","SA: Kolumbien bis Peru, sz Venezuela",Trogon personatus_Masked Trogon,Masked Trogon,mastro1,species,9096,NA,MATR,TRPE,Trogoniformes,trogon1,Trogons,Trogonidae,NA,NA,NA
Icterus cucullatus,NA,Hooded Oriole,NA,Maskentrupial,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Swainson, 1827","NA, MA: sw USA, Mexiko, Belize",Icterus cucullatus_Hooded Oriole,Hooded Oriole,hooori,species,32581,HOOR,NA,ICCU,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Spinus lawrencei,NA,Lawrence's Goldfinch,NA,Maskenzeisig,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Cassin, 1850)","NA, MA: sw USA, nw Mexiko",Spinus lawrencei_Lawrence's Goldfinch,Lawrence's Goldfinch,lawgol,species,31550,LAGO,NA,SPLA,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Cercomacra melanaria,NA,Mato Grosso Antbird,NA,Mato-Grosso-Ameisenfänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Ménétries, 1835)","SA: z Bolivien; e Bolivien, n Paraguay und w Brasilien",Cercomacra melanaria_Mato Grosso Antbird,Mato Grosso Antbird,magant1,species,13329,NA,MGAN,CEME,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Apus apus,NA,Common Swift,NA,Mauersegler,Ms,1,1,1,1,1,2,,,1,1,NA,"(Linnaeus, 1758)",PAL: weit verbreitet,Apus apus_Common Swift,Common Swift,comswi,species,4002,COSW,NA,APAP,Caprimulgiformes,apodid1,Swifts,Apodidae,NA,NA,NA
Zosterops mauritianus,NA,Mauritius Gray White-eye,NA,Mauritius-Graubrillenvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",NA,Zosterops mauritianus_Mauritius Gray White-eye,Mauritius Gray White-eye,maswhe3,species,24780,NA,MGWE,ZOMA,Passeriformes,zoster2,"White-eyes, Yuhinas, and Allies",Zosteropidae,NA,NA,NA
Foudia rubra,NA,Mauritius Fody,NA,Mauritiusweber,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",IO: Mauritius,Foudia rubra_Mauritius Fody,Mauritius Fody,maufod1,species,29913,NA,MAFO,FORU,Passeriformes,plocei1,Weavers and Allies,Ploceidae,NA,NA,NA
Buteo buteo,NA,Common Buzzard,NA,Mäusebussard,Mb,1,1,1,1,1,2,,,1,1,NA,"(Linnaeus, 1758)",PAL: weit verbreitet,Buteo buteo_Common Buzzard,Common Buzzard,combuz1,species,8123,NA,"COBU,EB,STBU",BUBU,Accipitriformes,accipi1,"Hawks, Eagles, and Kites",Accipitridae,NA,NA,NA
Scytalopus speluncae,NA,Mouse-colored Tapaculo,NA,Maustapaculo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Ménétries, 1835)",SA: se Brasilien,Scytalopus speluncae_Mouse-colored Tapaculo,Mouse-colored Tapaculo,moctap1,species,13785,NA,MCTA,SCSP,Passeriformes,rhinoc1,Tapaculos,Rhinocryptidae,NA,NA,NA
Pionus maximiliani,NA,Scaly-headed Parrot,NA,Maximilianpapagei,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Kuhl, 1820)","SA: sz, se, e",Pionus maximiliani_Scaly-headed Parrot,Scaly-headed Parrot,schpar1,species,12320,NA,SHPA,PIMA,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Calidris maritima,NA,Purple Sandpiper,NA,Meerstrandläufer,,1,1,NA,NA,3,NA,,,NA,NA,NA,"(Brünnich, 1764)","NA, PAL: n Kanada, Grönland, Island, Spitzbergen,",Calidris maritima_Purple Sandpiper,Purple Sandpiper,pursan,species,5942,PUSA,NA,CAMA,Charadriiformes,scolop2,Sandpipers and Allies,Scolopacidae,NA,NA,NA
Delichon urbicum,NA,Common House-Martin,NA,Mehlschwalbe,M,1,1,1,1,1,2,,,1,1,NA,"(Linnaeus, 1758)",NA,Delichon urbicum_Common House-Martin,Common House-Martin,cohmar1,species,23408,COHM,"CHM,NHMA,CHMA",DEUR,Passeriformes,hirund2,Swallows,Hirundinidae,NA,NA,NA
Carpodacus sibiricus,NA,Long-tailed Rosefinch,NA,Meisengimpel,,1,NA,NA,NA,NA,NA,,,NA,1,NA,"(Pallas, 1773)","PAL: z, e",Carpodacus sibiricus_Long-tailed Rosefinch,Long-tailed Rosefinch,lotros1,species,31141,NA,LTRO,CASI,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Perisoreus canadensis,NA,Canada Jay,NA,Meisenhäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1766)",NA: n,Perisoreus canadensis_Canada Jay,Canada Jay,gryjay,species,20384,CAJA,GRJA,PECA,Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,NA,NA,NA
Anairetes parulus,NA,Tufted Tit-Tyrant,NA,Meisentachurityrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Kittlitz, 1830)","SA: w, s",Anairetes parulus_Tufted Tit-Tyrant,Tufted Tit-Tyrant,tuttyr1,species,15942,NA,"TUTT,TTTY",ANPA,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Setophaga americana,NA,Northern Parula,NA,Meisenwaldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","NA: sz und se Kanada, z und e USA",Setophaga americana_Northern Parula,Northern Parula,norpar,species,32955,NOPA,NA,SEAM,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Anisognathus igniventris,NA,Scarlet-bellied Mountain-Tanager,NA,Mennigohr-Bergtangare,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(d'Orbigny & Lafresnaye, 1837)",NA,Anisognathus igniventris_Scarlet-bellied Mountain-Tanager,Scarlet-bellied Mountain Tanager,sbmtan1,species,33737,NA,"SBMT,SBBM",ANIG,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Scytalopus meridanus,NA,Merida Tapaculo,NA,Méridatapaculo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hellmayr, 1922",SA: nw Venezuela,Scytalopus meridanus_Merida Tapaculo,Merida Tapaculo,mertap1,species,13840,NA,META,SCME,Passeriformes,rhinoc1,Tapaculos,Rhinocryptidae,NA,NA,NA
Falco columbarius,NA,Merlin,NA,Merlin,,1,1,1,1,3,NA,,,NA,1,NA,"Linnaeus, 1758","NA, PAL: weit verbreitet",Falco columbarius_Merlin,Merlin,merlin,species,11528,MERL,NA,FACO,Falconiformes,falcon1,Falcons and Caracaras,Falconidae,NA,NA,NA
Dendrocolaptes sanctithomae,NA,Northern Barred-Woodcreeper,NA,Mexiko-Bindenbaumsteiger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lafresnaye, 1852)",NA,Dendrocolaptes sanctithomae_Northern Barred-Woodcreeper,Northern Barred-Woodcreeper,nobwoo1,species,14077,NOBW,"NBWO,WBWO",DESA,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Colibri thalassinus,NA,Mexican Violetear,NA,Mexiko-Veilchenohrkolibri,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Swainson, 1827)",MA: z Mexiko bis nz Nicaragua,Colibri thalassinus_Mexican Violetear,Mexican Violetear,grnvie1,species,4260,MEVI,GVE,COTH,Caprimulgiformes,trochi1,Hummingbirds,Trochilidae,NA,NA,NA
Aphelocoma wollweberi,NA,Mexican Jay,NA,Mexikohäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Kaup, 1855","NA, MA: sw USA bis z Mexiko",Aphelocoma wollweberi_Mexican Jay,Mexican Jay,mexjay4,species,20527,MEJA,NA,APWO,Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,NA,NA,NA
Antrostomus arizonae,NA,Mexican Whip-poor-will,NA,Mexikonachtschwalbe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brewster, 1881",NA: w USA s bis Honduras,Antrostomus arizonae_Mexican Whip-poor-will,Mexican Whip-poor-will,souwpw1,species,3566,MWPW,NA,ANAR,Caprimulgiformes,caprim2,Nightjars and Allies,Caprimulgidae,NA,NA,NA
Corvus cryptoleucus,NA,Chihuahuan Raven,NA,Mexikorabe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Couch, 1854","NA, MA: sw USA bis n Mexiko",Corvus cryptoleucus_Chihuahuan Raven,Chihuahuan Raven,chirav,species,20780,CHRA,NA,COCR,Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,NA,NA,NA
Contopus pertinax,NA,Greater Pewee,NA,Mexikoschnäppertyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cabanis & Heine, 1860","NA, MA: sw USA bis Nicaragua",Contopus pertinax_Greater Pewee,Greater Pewee,grepew,species,16224,GRPE,NA,COPE,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Spinus psaltria,NA,Lesser Goldfinch,NA,Mexikozeisig,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Say, 1822)","NA, MA, SA: w USA bis Peru",Spinus psaltria_Lesser Goldfinch,Lesser Goldfinch,lesgol,species,31544,LEGO,NA,SPPS,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Setophaga kirtlandii,NA,Kirtland's Warbler,NA,Michiganwaldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Baird, SF, 1852)",NA: Michigan (nz USA),Setophaga kirtlandii_Kirtland's Warbler,Kirtland's Warbler,kirwar,species,32951,KIWA,NA,SEKI,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Phylloscopus plumbeitarsus,NA,Two-barred Warbler,NA,Middendorff-Laubsänger,,2,3,NA,NA,3,NA,,,NA,NA,NA,"Swinhoe, 1861",PAL: z Russland und ne Mongolei bis e und se Russland,Phylloscopus plumbeitarsus_Two-barred Warbler,Two-barred Warbler,grewar2,species,24068,NA,TBWA,PHPL,Passeriformes,phyllo4,Leaf Warblers,Phylloscopidae,NA,NA,NA
Cranioleuca pallida,NA,Pallid Spinetail,NA,Minas-Gerais-Baumschlüpfer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(zu Wied-Neuwied, 1831)",SA: se Brasilien,Cranioleuca pallida_Pallid Spinetail,Pallid Spinetail,palspi1,species,14865,NA,PASP,CRPA,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Micrastur mintoni,NA,Cryptic Forest-Falcon,NA,Mintonwaldfalke,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Whittaker, 2003",NA,Micrastur mintoni_Cryptic Forest-Falcon,Cryptic Forest-Falcon,cryfof1,species,11417,NA,"CRFF,CFFA",MIMI,Falconiformes,falcon1,Falcons and Caracaras,Falconidae,NA,NA,NA
Cisticola woosnami,NA,Trilling Cisticola,NA,Miombozistensänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Ogilvie-Grant, 1908",AF: ez,Cisticola woosnami_Trilling Cisticola,Trilling Cisticola,tricis1,species,22537,NA,TRCI,CIWO,Passeriformes,cistic2,Cisticolas and Allies,Cisticolidae,NA,NA,NA
Ictinia mississippiensis,NA,Mississippi Kite,NA,Mississippibussard,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Wilson, A, 1811)",NA: sz und se USA,Ictinia mississippiensis_Mississippi Kite,Mississippi Kite,miskit,species,7709,MIKI,NA,ICMI,Accipitriformes,accipi1,"Hawks, Eagles, and Kites",Accipitridae,NA,NA,NA
Turdus viscivorus,NA,Mistle Thrush,NA,Misteldrossel,Md,1,1,1,1,1,2,,,1,1,NA,"Linnaeus, 1758","PAL: z, w, auch n Afrika",Turdus viscivorus_Mistle Thrush,Mistle Thrush,misthr1,species,27486,MITH,NA,TUVI,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Cacicus chrysonotus,NA,Mountain Cacique,NA,Mittelandenkassike,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"d'Orbigny & Lafresnaye, 1838",NA,Cacicus chrysonotus_Mountain Cacique,Mountain Cacique,moucac1,species,32553,NA,"MOCA,NMCA,SMCA",CACH,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Oenanthe hispanica,NA,Black-eared Wheatear,NA,Mittelmeer-Steinschmätzer,,1,3,3,,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)",NA,Oenanthe hispanica_Black-eared Wheatear,Western Black-eared Wheatear,bkewhe1,species,28806,NA,"BEW,WBEW",OEHI,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Larus michahellis,NA,Yellow-legged Gull,NA,Mittelmeermöwe,Mmm,1,1,1,1,2,1,,,2,NA,NA,"Naumann, JF, 1840",PAL: w,Larus michahellis_Yellow-legged Gull,Yellow-legged Gull,yelgul1,species,6348,YLGU,NA,LAMI,Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,NA,NA,NA
Mergus serrator,NA,Red-breasted Merganser,NA,Mittelsäger,Mis,1,1,2,2,1,2,,,NA,1,NA,"Linnaeus, 1758","NA, PAL: weit verbreitet",Mergus serrator_Red-breasted Merganser,Red-breasted Merganser,rebmer,species,689,RBME,NA,MESE,Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,NA,NA,NA
Dendrocoptes medius,NA,Middle Spotted Woodpecker,NA,Mittelspecht,Msp,1,1,1,1,1,2,,1,2,NA,NA,"(Linnaeus, 1758)","PAL: w, sw",Dendrocoptes medius_Middle Spotted Woodpecker,Middle Spotted Woodpecker,miswoo1,species,10764,NA,MSWO,DEME,Piciformes,picida1,Woodpeckers,Picidae,NA,NA,NA
Pyrrhura molinae,NA,Green-cheeked Parakeet,NA,Molinasittich,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Massena & Souancé, 1854)",SA: z,Pyrrhura molinae_Green-cheeked Parakeet,Green-cheeked Parakeet,gncpar,species,12455,NA,GCPA,PYMO,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Sylvia atricapilla,NA,Eurasian Blackcap,NA,Mönchsgrasmücke,Mg,1,1,1,1,1,1,,,1,NA,NA,"(Linnaeus, 1758)","PAL: z, w, sw",Sylvia atricapilla_Eurasian Blackcap,Eurasian Blackcap,blackc1,species,24386,EUBC,"EUBL,BLAC",SYAT,Passeriformes,sylvii1,"Sylviid Warblers, Parrotbills, and Allies",Sylviidae,NA,NA,NA
